num,admiration,adoration,aesthetic_appreciation,amusement,anger,anxiety,awe,awkwardness,boredom,calmness,confusion,contempt,craving,disappointment,disgust,empathic_pain,entrancement,envy,excitement,fear,guilt,horror,interest,joy,nostalgia,pride,relief,romance,sadness,satisfaction,sexual_desire,surprise,sympathy,triumph,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
66,0.0,0.11111,0.0,0.83333,0.0,0.0,0.0,0.055556,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,4.0,4.6667,5.8889,5.3333,3.4444,4.1111,4.7778,3.1111,4.4444,3.0,4.1111,4.6667,4.6667,5.4444
67,0.0,0.0,0.0,0.0,0.11111,0.11111,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.55556,0.0,0.0,0.0,0.0,0.0,0.0,0.77778,0.0,0.0,0.0,0.33333,0.0,1.7778,3.0,3.5556,2.4444,4.3333,2.6667,2.0,6.2222,1.4444,3.7778,3.1111,1.6667,1.8889,1.3333
68,0.11111,0.0,0.22222,0.11111,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.33333,0.0,0.0,0.22222,0.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,4.1111,5.1111,5.4444,4.7778,4.1111,5.6667,4.6667,3.2222,5.7778,3.4444,2.4444,3.7778,5.5556,5.5556
69,0.0,0.0,0.0,0.33333,0.0,0.0,0.0,0.0,0.33333,0.11111,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.16667,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,6.1111,5.5556,5.5556,5.0,5.5556,6.7778,4.2222,4.4444,6.5556,5.8889,4.5556,6.1111,6.3333,6.0
70,0.0,0.0,0.11111,0.66667,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.11111,0.0,0.0,0.0,0.11111,0.11111,0.0,0.11111,0.22222,0.0,3.0,4.7778,4.4444,4.3333,3.3333,2.2222,3.0,2.2222,2.1111,4.0,2.7778,4.6667,2.6667,5.5556
71,0.0,0.0,0.0,0.44444,0.0,0.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.44444,0.0,0.11111,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.22222,0.0,0.0,3.6667,4.7778,5.4444,3.8889,4.4444,5.3333,3.5556,3.0,3.6667,3.3333,2.6667,4.1111,4.0,3.2222
72,0.0,0.0,0.22222,0.66667,0.0,0.0,0.0,0.0,0.11111,0.0,0.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.1111,5.0,3.5556,3.1111,5.2222,3.2222,3.2222,4.4444,2.8889,3.1111,3.6667,4.5556,4.1111
73,0.0,0.0,0.0,0.0,0.0,0.22222,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.55556,0.33333,0.0,0.0,0.0,0.11111,0.0,0.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,3.2222,5.7778,5.8889,4.0,4.0,4.6667,3.8889,6.4444,5.1111,4.5556,4.4444,2.5556,3.5556,2.2222
74,0.0,0.11111,0.0,0.88889,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.22222,0.11111,0.0,6.1111,6.2222,6.1111,4.8889,6.3333,4.6667,6.2222,2.0,3.8889,5.0,2.8889,5.1111,5.3333,7.3333
75,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.16667,0.38889,0.22222,0.0,0.0,0.0,0.11111,0.0,6.6667,5.2222,6.1111,5.2222,6.3333,6.4444,5.5556,2.3333,5.6667,6.3333,2.8889,5.6667,5.6667,6.1111
76,0.0,0.0,0.11111,0.11111,0.0,0.055556,0.11111,0.0,0.16667,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.22222,0.0,0.11111,0.0,0.0,4.6667,5.4444,5.4444,5.0,5.3333,5.7778,5.2222,2.4444,5.3333,5.1111,4.5556,5.1111,5.4444,5.2222
77,0.0,0.0,0.22222,0.11111,0.0,0.11111,0.0,0.0,0.11111,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.055556,0.0,0.0,0.11111,0.0,0.11111,0.27778,0.0,0.0,0.0,0.0,0.0,0.22222,0.0,0.0,0.0,0.0,0.0,3.2222,4.4444,5.2222,3.4444,5.5556,3.4444,4.5556,5.7778,3.4444,3.7778,5.3333,3.4444,3.4444,4.0
78,0.0,0.0,0.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27778,0.0,0.0,0.0,0.0,0.0,0.38889,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,5.7778,5.4444,6.4444,5.5556,5.1111,7.0,5.1111,2.7778,6.4444,5.3333,3.0,5.7778,6.1111,7.2222
79,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.11111,0.0,0.0,0.22222,0.0,0.0,0.11111,0.44444,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222,0.0,0.0,0.11111,0.22222,0.0,2.6667,4.1111,5.4444,3.1111,3.3333,3.4444,4.5556,6.5556,4.4444,2.7778,3.3333,2.5556,3.4444,2.1111
80,0.0,0.0,0.0,0.88889,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222,0.0,0.0,4.8889,5.3333,5.6667,4.2222,4.8889,4.6667,5.2222,2.2222,5.1111,4.7778,3.4444,6.2222,4.7778,5.3333
81,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55556,0.27778,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.11111,0.0,1.7778,6.3333,6.2222,3.6667,5.6667,3.7778,3.6667,7.6667,3.4444,4.5556,5.5556,2.3333,3.6667,1.4444
82,0.0,0.11111,0.0,0.66667,0.0,0.0,0.22222,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.33333,0.11111,7.0,5.7778,6.2222,5.0,7.0,5.6667,5.1111,2.4444,5.3333,6.1111,3.1111,4.5556,6.5556,6.1111
83,0.0,0.22222,0.22222,0.55556,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8889,4.8889,6.4444,6.4444,6.7778,7.8889,4.3333,1.4444,6.3333,6.0,2.4444,6.7778,6.4444,7.7778
84,0.0,0.0,0.44444,0.0,0.0,0.0,0.0,0.0,0.11111,0.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.27778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1111,5.5556,6.8889,6.1111,4.8889,7.3333,4.6667,2.0,6.2222,5.4444,3.3333,7.0,5.8889,6.2222
85,0.11111,0.0,0.0,0.22222,0.0,0.0,0.11111,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.11111,0.11111,0.0,0.0,0.44444,0.11111,0.0,0.0,0.0,0.0,0.0,0.22222,0.0,0.0,0.0,0.11111,5.4444,5.6667,6.0,5.0,5.1111,5.8889,5.4444,3.1111,6.1111,4.2222,3.8889,4.8889,7.1111,6.0
86,0.0,0.11111,0.0,0.44444,0.0,0.11111,0.11111,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.055556,0.055556,0.0,0.0,0.11111,0.0,0.0,0.11111,0.0,0.11111,0.0,0.0,5.8889,5.5556,6.2222,5.6667,6.3333,6.2222,5.6667,2.6667,5.8889,4.8889,3.1111,4.8889,5.8889,5.5556
87,0.0,0.22222,0.0,0.55556,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.55556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222,0.0,0.0,8.0,5.3333,7.1111,5.8889,6.7778,7.7778,5.0,3.3333,6.7778,5.7778,3.7778,6.8889,7.2222,7.0
88,0.11111,0.0,0.0,0.55556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.22222,0.0,0.11111,0.22222,0.33333,6.4444,5.5556,6.0,5.5556,5.6667,6.1111,4.6667,3.1111,5.7778,5.3333,2.6667,5.8889,6.0,6.1111
89,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55556,0.0,0.0,0.0,0.11111,0.0,0.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.22222,0.0,0.0,0.11111,0.0,0.0,1.6667,5.4444,3.6667,3.4444,4.5556,2.3333,4.2222,5.5556,3.1111,3.1111,5.2222,2.2222,2.3333,2.7778
90,0.0,0.0,0.55556,0.0,0.0,0.0,0.0,0.0,0.0,0.55556,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.0,7.5556,5.5556,6.8889,6.3333,4.7778,7.5556,5.0,2.6667,6.4444,5.7778,2.6667,6.3333,6.8889,7.3333
91,0.0,0.0,0.0,0.38462,0.0,0.0,0.0,0.30769,0.076923,0.0,0.30769,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15385,0.15385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5556,5.5556,5.1111,6.1111,4.2222,7.1111,5.2222,3.1111,6.1111,4.7778,2.6667,6.6667,6.7778,6.1111
92,0.0,0.0,0.30769,0.076923,0.0,0.0,0.23077,0.0,0.15385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38462,0.0,0.0,0.0,0.0,0.0,0.30769,0.0,0.076923,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,6.6667,5.7778,5.3333,5.5556,4.5556,6.8889,4.6667,3.2222,5.2222,4.6667,3.0,5.7778,5.6667,6.0
93,0.0,0.0,0.0,0.30769,0.0,0.0,0.0,0.076923,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.15385,0.23077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38462,0.0,0.0,5.4444,6.2222,5.3333,4.6667,5.0,5.5556,4.8889,3.0,5.3333,4.1111,3.6667,4.7778,6.1111,5.5556
94,0.0,0.38462,0.0,0.53846,0.0,0.0,0.30769,0.0,0.076923,0.076923,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5556,4.8889,5.8889,5.5556,6.6667,6.3333,4.5556,2.6667,5.6667,4.4444,2.8889,6.2222,6.4444,6.7778
95,0.0,0.076923,0.0,0.076923,0.076923,0.076923,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.076923,0.23077,0.38462,0.076923,0.0,0.0,0.076923,0.15385,0.15385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.15385,0.0,2.1111,5.7778,6.1111,4.6667,5.4444,3.6667,4.6667,6.3333,2.3333,2.5556,5.0,2.7778,2.8889,2.0
96,0.0,0.0,0.0,0.0,0.0,0.53846,0.0,0.15385,0.076923,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.15385,0.0,0.15385,0.30769,0.0,0.076923,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7778,6.6667,6.3333,3.5556,4.0,3.1111,4.5556,5.0,3.5556,3.3333,5.5556,2.4444,4.1111,2.6667
97,0.0,0.0,0.0,0.0,0.0,0.61538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15385,0.0,0.0,0.0,0.0,0.15385,0.46154,0.0,0.15385,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,1.4444,6.1111,7.1111,4.8889,4.6667,5.1111,5.1111,3.3333,4.7778,3.0,4.5556,2.0,6.7778,4.0
98,0.0,0.53846,0.0,0.38462,0.076923,0.0,0.15385,0.0,0.076923,0.076923,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,6.6667,5.3333,7.0,6.2222,6.3333,7.5556,5.0,1.0,6.6667,5.6667,2.6667,6.7778,7.4444,7.7778
99,0.0,0.0,0.0,0.30769,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.15385,0.076923,0.0,0.076923,0.076923,0.0,0.0,0.076923,0.23077,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.23077,0.076923,0.076923,3.5556,6.0,6.2222,6.1111,4.7778,3.7778,5.3333,1.8889,4.5556,4.8889,4.6667,4.4444,6.5556,5.5556
100,0.076923,0.30769,0.0,0.38462,0.0,0.0,0.0,0.076923,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.46154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.15385,0.0,7.1111,7.1111,7.5556,6.1111,6.7778,6.7778,5.7778,1.1111,7.4444,7.1111,3.1111,5.8889,7.6667,8.0
101,0.0,0.15385,0.23077,0.69231,0.0,0.0,0.15385,0.0,0.076923,0.076923,0.15385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.076923,0.15385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,6.3333,6.8889,7.3333,6.4444,6.4444,7.6667,4.7778,1.2222,7.2222,5.5556,2.6667,7.0,7.0,8.0
102,0.0,0.076923,0.0,0.76923,0.0,0.076923,0.0,0.0,0.076923,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.15385,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,4.6667,5.8889,7.2222,6.5556,5.8889,6.2222,5.0,1.4444,5.7778,6.4444,2.1111,6.0,6.3333,6.7778
103,0.0,0.0,0.15385,0.15385,0.0,0.0,0.076923,0.0,0.15385,0.076923,0.23077,0.076923,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.23077,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.15385,0.076923,0.0,4.4444,4.5556,5.5556,4.8889,5.1111,7.2222,4.8889,1.3333,5.5556,5.5556,3.0,6.3333,5.5556,5.4444
104,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.38462,0.0,0.0,0.0,0.076923,0.0,0.23077,0.0,0.0,0.0,0.0,0.0,0.076923,0.38462,0.0,0.0,0.15385,0.23077,0.0,1.5556,4.5556,7.0,5.3333,5.4444,2.8889,3.8889,3.1111,3.5556,4.4444,3.4444,2.2222,2.3333,1.7778
105,0.0,0.0,0.0,0.38462,0.0,0.076923,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.076923,0.0,0.076923,0.076923,0.0,0.0,0.15385,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.076923,0.23077,0.0,1.6667,5.4444,6.1111,4.5556,4.4444,3.1111,5.6667,1.6667,5.0,4.7778,4.3333,3.4444,3.6667,4.1111
106,0.076923,0.0,0.0,0.0,0.076923,0.0,0.0,0.30769,0.076923,0.0,0.0,0.0,0.0,0.076923,0.46154,0.0,0.0,0.0,0.0,0.15385,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,2.8889,4.6667,7.0,6.5556,4.3333,3.8889,5.2222,2.7778,3.7778,5.6667,4.2222,4.8889,4.4444,3.7778
107,0.0,0.0,0.0,0.0,0.0,0.15385,0.076923,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.076923,0.076923,0.0,0.076923,0.30769,0.0,0.46154,0.0,0.0,0.0,0.0,0.23077,0.0,0.15385,0.0,0.0,0.30769,0.076923,0.0,1.8889,5.7778,7.3333,4.3333,5.6667,1.8889,5.3333,5.0,4.5556,4.8889,5.2222,1.6667,4.8889,1.2222
108,0.0,0.076923,0.0,0.30769,0.0,0.0,0.0,0.61538,0.0,0.15385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.076923,0.0,0.0,0.15385,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2222,6.1111,6.6667,5.1111,5.4444,5.0,5.3333,1.3333,6.1111,5.3333,3.2222,5.4444,5.4444,6.0
109,0.0,0.0,0.0,0.0,0.0,0.30769,0.076923,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.076923,0.0,0.0,0.0,0.38462,0.0,0.38462,0.076923,0.0,0.0,0.0,0.30769,0.0,0.0,0.0,0.0,0.23077,0.076923,0.0,1.8889,6.3333,6.6667,4.0,4.2222,3.2222,4.2222,4.4444,4.2222,4.7778,4.8889,3.4444,6.1111,2.4444
110,0.076923,0.0,0.076923,0.0,0.076923,0.0,0.076923,0.0,0.076923,0.0,0.0,0.076923,0.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,6.8889,5.7778,4.7778,6.0,5.5556,6.1111,4.7778,2.0,5.6667,5.8889,5.1111,6.3333,5.6667,7.0
111,0.0,0.23077,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.076923,0.15385,0.076923,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.076923,0.53846,0.076923,0.0,0.38462,0.0,0.0,0.0,6.5556,6.1111,5.4444,6.4444,6.4444,7.1111,4.6667,2.0,6.2222,6.0,3.7778,6.6667,6.3333,6.7778
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15385,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.15385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84615,0.0,0.0,0.0,5.3333,6.7778,5.8889,5.8889,5.5556,6.4444,6.0,3.6667,5.2222,5.2222,5.0,5.5556,5.5556,6.1111
113,0.0,0.46154,0.0,0.23077,0.0,0.0,0.38462,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.30769,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,6.7778,5.5556,5.8889,6.3333,5.8889,7.5556,3.7778,2.4444,3.4444,6.8889,4.3333,6.1111,6.0,7.2222
114,0.0,0.0,0.0,0.38462,0.0,0.0,0.0,0.076923,0.15385,0.0,0.076923,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15385,0.076923,0.23077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,5.2222,5.7778,4.8889,5.4444,5.2222,5.5556,5.2222,2.1111,5.2222,5.6667,3.6667,5.1111,5.2222,5.6667
115,0.0,0.0,0.0,0.30769,0.0,0.15385,0.076923,0.0,0.15385,0.0,0.076923,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.23077,0.076923,0.0,0.0,0.076923,0.0,0.0,0.0,0.076923,0.0,0.0,0.076923,0.0,0.076923,0.0,0.076923,3.4444,6.0,5.4444,4.2222,3.4444,5.0,5.2222,4.1111,5.1111,3.3333,3.8889,3.4444,6.0,5.3333
116,0.0,0.076923,0.076923,0.0,0.0,0.0,0.076923,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15385,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.84615,0.0,0.0,0.0,0.0,0.076923,0.0,6.0,5.7778,4.8889,5.5556,6.5556,7.0,4.8889,2.1111,6.1111,5.8889,4.1111,5.8889,6.0,6.8889
117,0.0,0.0,0.0,0.15385,0.076923,0.076923,0.0,0.076923,0.30769,0.0,0.30769,0.0,0.0,0.076923,0.0,0.076923,0.0,0.0,0.0,0.15385,0.076923,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.076923,0.0,0.0,4.2222,4.0,3.4444,4.3333,4.4444,5.5556,4.3333,2.8889,3.5556,5.0,5.2222,4.1111,4.3333,4.6667
118,0.0,0.0,0.23077,0.0,0.0,0.0,0.15385,0.0,0.0,0.0,0.23077,0.0,0.0,0.23077,0.0,0.0,0.076923,0.0,0.0,0.076923,0.0,0.076923,0.076923,0.0,0.0,0.0,0.0,0.0,0.15385,0.0,0.0,0.0,0.076923,0.0,3.8889,5.4444,4.8889,4.3333,4.7778,4.2222,4.4444,2.7778,4.8889,3.6667,4.2222,4.5556,4.1111,4.4444
119,0.0,0.0,0.0,0.23077,0.076923,0.076923,0.0,0.15385,0.076923,0.0,0.0,0.0,0.0,0.076923,0.30769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.15385,0.0,0.0,0.076923,0.0,0.0,2.7778,5.3333,5.1111,5.4444,4.0,4.6667,5.4444,4.3333,4.3333,3.2222,4.4444,4.6667,4.7778,3.4444
120,0.0,0.0,0.076923,0.38462,0.0,0.0,0.0,0.0,0.15385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.15385,0.0,0.0,0.38462,0.076923,0.0,5.4444,4.3333,5.5556,4.7778,5.8889,6.3333,5.0,2.8889,5.0,5.6667,4.4444,5.7778,6.6667,5.7778
121,0.0,0.066667,0.0,0.13333,0.0,0.13333,0.2,0.0,0.13333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333,0.2,0.0,0.0,0.066667,0.26667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26667,0.066667,0.066667,4.5556,5.3333,5.1111,4.4444,5.0,6.0,4.1111,3.7778,5.0,4.5556,2.1111,3.5556,6.2222,5.8889
122,0.0,0.0,0.0,0.33333,0.0,0.13333,0.0,0.13333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.066667,0.26667,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333,0.0,0.0,0.2,0.13333,0.0,2.6667,5.5556,6.2222,4.6667,3.3333,1.6667,3.8889,2.8889,2.8889,4.5556,2.6667,1.8889,2.1111,3.7778
123,0.0,0.13333,0.0,0.46667,0.0,0.0,0.2,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.46667,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7778,5.2222,6.4444,6.2222,5.7778,7.6667,4.0,2.6667,6.2222,6.3333,2.1111,6.8889,6.3333,7.6667
124,0.0,0.0,0.0,0.0,0.26667,0.066667,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.4,0.066667,0.0,0.0,0.0,0.066667,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.26667,0.0,0.0,0.2,0.066667,0.0,1.7778,3.7778,5.6667,4.1111,3.5556,3.0,3.0,3.5556,2.4444,3.6667,3.3333,1.8889,2.3333,2.8889
125,0.0,0.0,0.0,0.13333,0.0,0.066667,0.0,0.0,0.066667,0.13333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26667,0.13333,0.0,0.0,0.6,0.0,0.066667,0.33333,0.0,0.066667,0.0,7.2222,5.8889,6.1111,6.1111,4.4444,8.0,3.5556,1.1111,7.4444,6.1111,2.0,7.3333,7.0,7.0
126,0.2,0.2,0.0,0.0,0.0,0.0,0.13333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.13333,0.0,0.0,0.0,0.13333,0.53333,0.0,0.0,0.0,0.13333,0.066667,0.2,0.0,0.2,0.13333,0.0,7.7778,6.3333,6.2222,6.8889,6.0,8.0,4.2222,1.5556,7.1111,6.0,1.3333,8.0,8.1111,8.3333
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333,0.0,0.0,0.0,0.0,0.4,0.066667,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.26667,0.0,0.0,0.2,0.066667,0.0,1.2222,6.5556,6.8889,4.2222,3.4444,1.0,2.7778,5.0,1.4444,4.8889,3.4444,1.2222,2.1111,2.1111
128,0.0,0.0,0.0,0.066667,0.0,0.066667,0.066667,0.0,0.0,0.0,0.066667,0.0,0.0,0.066667,0.066667,0.53333,0.0,0.0,0.066667,0.26667,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.3333,5.7778,6.1111,3.6667,3.2222,1.6667,3.8889,4.0,3.4444,3.6667,3.3333,1.0,1.4444,2.6667
129,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.066667,0.0,0.0,0.066667,0.066667,0.0,0.2,0.0,0.13333,0.0,0.0,0.0,0.33333,0.0,0.26667,0.0,0.066667,0.0,0.0,0.0,0.0,0.13333,0.0,0.0,0.13333,0.13333,0.0,1.6667,5.8889,5.8889,4.3333,3.1111,1.1111,3.3333,4.0,4.6667,1.7778,2.7778,1.3333,2.0,1.6667
