num,admiration,adoration,aesthetic_appreciation,amusement,anger,anxiety,awe,awkwardness,boredom,calmness,confusion,contempt,craving,disappointment,disgust,empathic_pain,entrancement,envy,excitement,fear,guilt,horror,interest,joy,nostalgia,pride,relief,romance,sadness,satisfaction,sexual_desire,surprise,sympathy,triumph,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,1.0,0.0,0.0,0.0,7.6667,8.5556,7.5556,7.6667,6.0,7.6667,6.0,2.5556,6.5556,7.0,3.1111,7.3333,8.1111,7.2222
1009,0.0,0.0,0.0,0.41667,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.33333,7.8889,5.8889,6.1111,7.4444,6.4444,8.0,6.0,1.7778,7.8889,7.6667,2.0,8.2222,7.6667,7.8889
1010,0.0,0.33333,0.0,0.75,0.0,0.0,0.16667,0.083333,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.25,0.16667,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.25,0.0,0.0,2.3333,5.1111,5.3333,3.2222,5.2222,3.3333,3.8889,3.1111,3.5556,3.6667,4.1111,3.5556,2.8889,3.7778
1011,0.0,0.083333,0.0,0.58333,0.0,0.0,0.0,0.083333,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,4.2222,6.0,6.1111,3.1111,5.0,4.4444,4.5556,3.8889,5.1111,5.0,2.7778,4.5556,6.4444,5.8889
1012,0.083333,0.083333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.0,0.25,0.083333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,7.3333,5.8889,6.3333,6.5556,5.7778,8.0,6.4444,2.3333,7.7778,6.8889,2.1111,7.1111,7.2222,7.5556
1013,0.0,0.0,0.083333,0.16667,0.0,0.0,0.083333,0.0,0.083333,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.083333,0.0,0.0,0.41667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4444,5.2222,5.3333,5.7778,4.2222,7.5556,4.4444,3.7778,6.6667,4.3333,4.2222,6.3333,6.4444,6.5556
1014,0.0,0.0,0.0,0.083333,0.0,0.16667,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.41667,0.0,0.66667,0.083333,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2222,7.0,4.3333,2.3333,3.2222,1.7778,2.7778,5.5556,2.3333,2.6667,5.3333,1.7778,2.4444,2.0
1015,0.0,0.0,0.0,0.33333,0.0,0.16667,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.083333,0.0,0.25,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,1.5556,5.3333,4.7778,1.7778,2.6667,3.2222,3.1111,5.4444,3.1111,2.3333,4.5556,3.0,3.4444,1.8889
1016,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.33333,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66667,0.0,0.0,0.0,0.0,0.0,0.0,7.5556,3.5556,5.4444,6.1111,6.8889,7.6667,2.7778,1.4444,7.7778,5.8889,1.4444,8.2222,7.3333,8.0
1017,0.0,0.0,0.0,0.66667,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,3.0,5.7778,7.0,4.2222,4.0,4.6667,3.4444,3.5556,4.6667,4.1111,3.7778,3.4444,4.6667,4.8889
1018,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.33333,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7778,4.4444,5.2222,4.8889,3.6667,7.4444,4.1111,2.5556,6.6667,3.2222,2.6667,6.4444,5.7778,6.7778
1019,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.083333,0.0,0.0,0.25,0.0,0.083333,0.16667,0.41667,0.0,0.0,0.0,0.0,0.25,0.0,0.33333,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2.2222,5.3333,5.1111,2.2222,4.0,3.2222,4.0,6.7778,3.3333,3.2222,5.2222,3.2222,4.3333,1.8889
1020,0.0,0.0,0.33333,0.083333,0.0,0.083333,0.5,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4444,6.4444,4.5556,4.6667,3.1111,4.3333,4.0,3.3333,5.3333,2.5556,3.4444,3.8889,5.7778,5.2222
1021,0.090909,0.0,0.0,0.090909,0.0,0.090909,0.090909,0.0,0.090909,0.0,0.18182,0.0,0.0,0.0,0.090909,0.0,0.090909,0.0,0.18182,0.18182,0.0,0.18182,0.0,0.0,0.0,0.0,0.090909,0.0,0.18182,0.0,0.0,0.18182,0.090909,0.090909,1.8889,5.7778,5.6667,4.3333,5.8889,3.4444,4.2222,5.4444,4.0,4.0,4.4444,3.0,4.6667,3.0
1022,0.0,0.0,0.81818,0.0,0.0,0.0,0.31818,0.0,0.0,0.40909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2222,4.3333,5.2222,5.6667,4.7778,6.0,4.0,1.6667,6.2222,4.1111,3.1111,6.3333,5.8889,6.5556
1023,0.0,0.0,0.090909,0.090909,0.0,0.0,0.27273,0.0,0.090909,0.18182,0.0,0.0,0.0,0.0,0.18182,0.0,0.18182,0.0,0.0,0.0,0.0,0.0,0.27273,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.3333,5.5556,5.2222,4.6667,5.8889,4.2222,2.4444,5.4444,3.3333,3.5556,5.1111,5.3333,5.6667
1024,0.0,0.0,0.0,0.18182,0.0,0.0,0.0,0.27273,0.31818,0.0,0.18182,0.090909,0.0,0.13636,0.18182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2222,4.5556,5.5556,5.0,4.7778,5.8889,5.1111,2.7778,5.0,5.0,4.0,4.8889,5.1111,4.7778
1025,0.0,0.18182,0.63636,0.0,0.0,0.0,0.54545,0.0,0.0,0.36364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1111,5.7778,5.3333,5.4444,4.0,5.7778,3.4444,1.5556,5.8889,3.5556,2.4444,6.0,5.2222,7.1111
1026,0.0,0.0,0.0,0.0,0.36364,0.36364,0.090909,0.0,0.0,0.0,0.090909,0.0,0.0,0.090909,0.27273,0.18182,0.0,0.0,0.0,0.45455,0.090909,0.63636,0.0,0.0,0.18182,0.0,0.0,0.0,0.36364,0.0,0.0,0.0,0.0,0.0,1.2222,5.8889,6.0,5.3333,5.3333,1.5556,3.6667,6.6667,1.8889,5.6667,4.7778,1.7778,1.8889,1.4444
1027,0.0,0.0,0.18182,0.045455,0.0,0.090909,0.090909,0.0,0.0,0.0,0.40909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.36364,0.0,0.0,0.18182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,3.7778,5.3333,5.3333,3.6667,3.8889,4.0,3.8889,4.2222,4.3333,3.5556,5.2222,3.3333,4.6667,4.0
1028,0.0,0.0,0.090909,0.0,0.0,0.0,0.18182,0.090909,0.090909,0.090909,0.18182,0.090909,0.0,0.0,0.0,0.0,0.045455,0.0,0.18182,0.090909,0.0,0.0,0.27273,0.0,0.0,0.0,0.0,0.40909,0.0,0.0,0.18182,0.090909,0.0,0.0,2.4444,5.5556,4.2222,3.7778,4.0,3.4444,4.1111,4.7778,3.3333,3.4444,4.2222,2.4444,4.1111,4.1111
1029,0.090909,0.36364,0.0,0.36364,0.0,0.0,0.36364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.27273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1111,5.6667,5.7778,6.1111,6.4444,7.0,4.6667,2.1111,6.3333,5.4444,3.0,6.1111,6.3333,7.1111
1030,0.090909,0.0,0.27273,0.0,0.0,0.0,0.36364,0.0,0.090909,0.0,0.27273,0.0,0.0,0.0,0.0,0.0,0.27273,0.090909,0.0,0.0,0.0,0.0,0.090909,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,4.7778,5.5556,5.4444,4.7778,4.7778,5.5556,4.3333,3.2222,5.0,4.1111,3.6667,5.1111,5.2222,5.7778
1031,0.0,0.27273,0.0,0.5,0.0,0.0,0.18182,0.0,0.0,0.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.18182,0.0,0.0,0.0,0.0,0.0,0.0,0.27273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1111,5.2222,4.7778,5.2222,6.2222,6.4444,4.8889,2.2222,6.4444,4.7778,2.8889,5.8889,6.2222,6.7778
1032,0.090909,0.36364,0.0,0.090909,0.0,0.0,0.27273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.72727,0.090909,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.090909,0.0,7.0,5.8889,5.6667,4.7778,6.1111,6.8889,4.2222,2.6667,5.6667,5.3333,3.8889,5.8889,5.5556,8.2222
1033,0.0,0.0,0.0,0.63636,0.0,0.0,0.0,0.36364,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.090909,0.0,5.2222,5.5556,6.1111,4.7778,5.5556,5.8889,4.4444,1.4444,5.1111,5.6667,4.0,5.0,4.7778,5.7778
1034,0.090909,0.27273,0.0,0.0,0.0,0.090909,0.27273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.18182,0.0,0.0,0.0,0.090909,0.72727,0.0,0.0,0.0,0.0,0.0,0.27273,0.0,0.0,0.090909,0.0,7.3333,5.8889,7.0,6.8889,7.1111,7.7778,5.1111,1.8889,5.6667,6.5556,3.2222,6.6667,7.4444,8.3333
1035,0.090909,0.090909,0.0,0.0,0.0,0.0,0.45455,0.0,0.0,0.090909,0.090909,0.0,0.0,0.0,0.36364,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.18182,0.0,0.0,0.0,0.0,0.0,0.18182,0.0,0.0,0.090909,0.18182,0.0,5.2222,5.2222,5.8889,3.6667,7.3333,6.1111,4.4444,3.3333,4.1111,5.1111,3.7778,4.5556,4.7778,5.3333
1036,0.0,0.18182,0.0,0.63636,0.0,0.0,0.18182,0.18182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18182,0.0,0.0,5.3333,6.0,5.8889,5.2222,5.4444,5.6667,5.4444,2.2222,4.5556,4.2222,4.1111,4.6667,4.5556,6.2222
1037,0.45455,0.0,0.18182,0.0,0.0,0.36364,0.40909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.090909,0.31818,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.18182,3.3333,6.3333,6.7778,5.0,4.0,3.6667,4.7778,3.1111,4.7778,3.1111,2.7778,2.0,6.3333,3.5556
1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.090909,0.0,0.0,0.0,0.18182,0.0,0.090909,0.090909,0.18182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.54545,0.090909,0.0,0.0,7.3333,7.8889,7.8889,6.4444,5.0,7.7778,5.4444,1.6667,6.6667,6.1111,2.7778,5.8889,7.0,7.3333
1039,0.0,0.27273,0.0,0.72727,0.0,0.0,0.18182,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.090909,0.0,0.0,0.18182,0.27273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.5556,6.1111,5.2222,6.3333,6.4444,6.1111,1.2222,4.4444,4.7778,3.7778,5.0,6.1111,6.5556
1040,0.0,0.0,0.090909,0.090909,0.0,0.0,0.18182,0.0,0.090909,0.090909,0.090909,0.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18182,0.0,0.0,6.4444,6.7778,6.1111,5.8889,4.2222,7.0,5.2222,1.1111,5.3333,5.0,3.2222,5.5556,6.7778,6.2222
1041,0.090909,0.0,0.0,0.18182,0.0,0.27273,0.18182,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18182,0.090909,0.0,0.090909,0.090909,0.0,0.0,0.0,0.18182,0.0,0.0,0.0,0.0,0.27273,0.0,0.0,2.7778,5.5556,5.7778,4.8889,5.6667,5.1111,4.2222,3.4444,5.2222,4.0,3.8889,2.7778,7.5556,4.7778
1042,0.0,0.0,0.0,0.0,0.27273,0.27273,0.0,0.090909,0.0,0.0,0.090909,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.63636,0.0,0.18182,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27273,0.0,0.0,2.1111,6.6667,6.8889,4.1111,3.6667,1.8889,6.1111,3.1111,3.8889,3.6667,4.5556,2.5556,3.5556,2.3333
1043,0.0,0.090909,0.0,0.86364,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.31818,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.18182,0.0,0.0,6.2222,6.7778,6.0,5.8889,6.1111,6.1111,5.4444,1.3333,6.0,5.8889,3.5556,4.7778,7.2222,7.5556
1044,0.0,0.0,0.0,0.090909,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,2.6667,4.8889,4.6667,4.8889,4.3333,4.3333,5.2222,6.1111,5.2222,4.6667,3.2222,4.6667,3.2222,2.5556
1045,0.0,0.0,0.0,0.18182,0.0,0.0,0.090909,0.0,0.27273,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.090909,0.45455,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,6.4444,5.5556,7.0,7.2222,5.8889,7.3333,3.8889,1.6667,6.2222,5.8889,2.6667,7.4444,6.3333,7.6667
1046,0.0,0.0,0.0,0.81818,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,3.6667,5.7778,5.8889,4.4444,4.3333,2.8889,5.1111,2.0,3.8889,4.0,3.8889,3.1111,4.2222,5.4444
1047,0.18182,0.090909,0.0,0.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,6.3333,6.4444,6.0,5.8889,6.0,6.0,3.7778,1.7778,4.4444,5.8889,3.5556,6.5556,7.1111,7.6667
1048,0.0,0.0,0.45455,0.0,0.0,0.0,0.090909,0.0,0.090909,0.40909,0.0,0.0,0.090909,0.0,0.0,0.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.27273,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,8.4444,6.5556,7.6667,7.2222,6.4444,8.1111,4.3333,1.7778,7.0,7.1111,2.3333,7.1111,6.8889,8.1111
1049,0.0,0.18182,0.0,0.63636,0.0,0.0,0.18182,0.18182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.18182,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.18182,0.090909,0.0,5.2222,5.0,6.4444,4.8889,4.8889,5.4444,4.8889,1.4444,3.0,5.2222,3.3333,5.5556,4.8889,6.5556
1050,0.18182,0.090909,0.27273,0.090909,0.0,0.0,0.40909,0.0,0.0,0.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.45455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18182,0.0,0.0,7.6667,6.0,7.0,7.2222,5.0,7.6667,4.6667,1.8889,6.1111,6.1111,2.3333,7.0,7.0,7.4444
1051,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81818,0.0,0.0,0.0,5.2222,7.1111,6.4444,5.4444,5.0,6.4444,4.5556,4.6667,4.8889,4.7778,3.7778,6.0,6.6667,6.8889
1052,0.0,0.0,0.18182,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.36364,0.0,0.0,0.0,0.0,0.0,0.27273,0.0,0.0,0.0,0.0,0.0,0.27273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,2.7778,5.5556,5.4444,4.3333,3.8889,3.4444,4.7778,4.7778,5.0,3.6667,5.4444,3.5556,4.5556,3.1111
1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.72727,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,6.4444,6.1111,4.7778,6.0,4.1111,6.8889,4.0,3.0,5.7778,4.0,4.3333,5.7778,6.4444,6.8889
1054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.72727,0.0,0.0,0.090909,0.0,0.0,0.0,6.4444,6.8889,6.6667,6.4444,5.2222,7.4444,4.2222,1.5556,6.8889,6.1111,2.1111,6.1111,6.5556,6.2222
1055,0.0,0.0,0.0,0.27273,0.0,0.0,0.0,0.090909,0.18182,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6667,5.5556,5.6667,4.2222,3.4444,5.2222,4.2222,3.6667,4.5556,4.5556,3.6667,5.4444,4.8889,6.3333
1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.090909,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81818,0.0,0.0,0.0,0.0,0.0,0.0,7.2222,6.6667,6.2222,6.5556,6.4444,7.8889,4.0,1.8889,6.1111,7.1111,2.2222,7.3333,7.2222,7.1111
1057,0.0,0.0,0.0,0.18182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18182,0.0,0.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18182,0.0,2.8889,6.2222,5.7778,4.4444,3.3333,3.1111,3.8889,3.3333,3.2222,3.1111,3.7778,3.1111,2.8889,3.4444
1058,0.0,0.0,0.0,0.54545,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.36364,0.090909,0.0,5.1111,6.1111,6.3333,5.0,4.5556,4.5556,5.0,1.8889,5.0,3.8889,2.7778,3.8889,5.2222,6.0
1059,0.090909,0.0,0.0,0.45455,0.0,0.0,0.27273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.090909,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.18182,0.0,0.18182,0.0,0.18182,5.4444,5.6667,6.5556,5.2222,4.8889,5.5556,4.6667,2.2222,5.5556,5.3333,3.0,5.0,6.1111,6.6667
1060,0.0,0.18182,0.0,0.81818,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1111,6.0,6.5556,6.0,6.1111,5.6667,5.0,1.5556,5.7778,4.5556,3.0,6.6667,6.1111,7.3333
1061,0.0,0.0,0.54545,0.0,0.0,0.0,0.27273,0.0,0.0,0.27273,0.0,0.090909,0.0,0.0,0.0,0.0,0.27273,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1111,6.1111,6.2222,6.3333,4.7778,7.0,5.2222,2.0,6.2222,5.4444,2.8889,5.7778,7.1111,7.6667
1062,0.0,0.45455,0.0,0.18182,0.0,0.0,0.27273,0.0,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3333,5.4444,5.6667,5.4444,6.0,6.6667,4.5556,2.0,5.5556,4.3333,2.6667,7.6667,6.1111,7.0
1063,0.0,0.27273,0.0,0.27273,0.0,0.0,0.27273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.090909,0.0,0.0,0.18182,0.0,0.0,0.0,0.0,0.090909,0.090909,0.0,6.4444,6.3333,6.1111,5.8889,5.6667,5.5556,4.3333,2.2222,5.3333,5.7778,3.7778,4.8889,6.0,6.2222
1064,0.0,0.0,0.0,0.27273,0.0,0.0,0.0,0.0,0.0,0.0,0.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.090909,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.18182,0.0,0.0,4.5556,4.3333,5.5556,3.4444,4.4444,4.6667,4.3333,4.5556,4.3333,4.3333,3.5556,3.8889,4.1111,4.8889
1065,0.0,0.0,0.090909,0.27273,0.0,0.090909,0.0,0.0,0.0,0.090909,0.18182,0.0,0.0,0.0,0.0,0.0,0.27273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,3.6667,6.5556,6.0,3.8889,3.3333,3.5556,3.5556,4.1111,4.3333,4.2222,3.8889,3.4444,4.2222,4.3333
1066,0.0,0.0,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.090909,0.0,0.0,0.090909,0.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,3.0,5.2222,5.4444,5.2222,4.2222,5.0,4.1111,3.4444,3.8889,4.0,3.1111,3.8889,3.0,3.7778
1067,0.0,0.0,0.27273,0.0,0.0,0.0,0.36364,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.36364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6667,5.6667,6.2222,5.1111,4.2222,6.5556,4.5556,2.7778,5.4444,4.3333,2.1111,6.0,6.4444,6.2222
1068,0.090909,0.0,0.18182,0.18182,0.0,0.0,0.0,0.0,0.18182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.54545,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1111,5.6667,6.1111,5.3333,4.3333,5.5556,4.2222,3.1111,6.4444,4.3333,2.4444,5.7778,5.7778,5.8889
1069,0.0,0.0,0.0,0.18182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81818,0.0,0.0,0.0,4.2222,6.4444,5.8889,5.5556,4.5556,5.6667,6.3333,4.1111,5.1111,4.8889,2.8889,5.6667,6.0,6.2222
1070,0.0,0.0,0.0,0.18182,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.18182,0.0,0.0,0.090909,0.0,0.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1111,5.1111,7.0,5.0,4.8889,3.8889,4.4444,3.4444,5.3333,4.3333,3.4444,5.0,4.8889,4.6667
1071,0.0,0.0,0.63636,0.0,0.0,0.0,0.27273,0.0,0.0,0.18182,0.0,0.090909,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6667,4.8889,5.7778,6.8889,4.7778,7.4444,2.6667,2.3333,6.6667,5.2222,2.0,7.6667,7.4444,8.7778
